Sequencing Run	Viral genome	Viral name	Virus genome length	Paired read count	Covered bases
SRR23971454	OM451208.1	MAG:_Murine_orthopneumovirus_isolate_ZJ-MO3_non-structural_protein_1,_non-structural_protein_2,_nucleocapsid_protein,_phosphoprotein,_matrix_protein,_attachment_glycoprotein,_fusion_protein,_M2-1,_M2-2,_and_polymerase_subunit_genes,_complete_cds	14948	598	8666
SRR23971454	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	16	600
SRR23971590	NC_032481.1	Beihai_mollusks_virus_2_strain_WZSLuoI86113_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	9054	3	465
SRR23971590	NC_038305.1	Boone_cardiovirus_1_isolate_BCV-1_polyprotein_gene,_complete_cds	8530	10	366
SRR23971590	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	9173	6122
SRR23971590	NC_032129.1	Beihai_mollusks_virus_1_strain_WZSLuoI86140_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	8805	3	351
SRR23971590	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	1	93
SRR23971590	NC_032852.1	Wenzhou_shrimp_virus_8_strain_shrimp14543_hypothetical_protein_gene,_complete_cds	10445	22	1131
SRR23971550	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	1	93
SRR23971550	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	9	927
SRR23971550	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	1	93
SRR23971514	NC_032481.1	Beihai_mollusks_virus_2_strain_WZSLuoI86113_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	9054	11	1576
SRR23971514	NC_033291.1	Wenling_crustacean_virus_14_strain_WLJQ104130_RNA-dependent_RNA_polymerase_gene,_complete_cds	6699	1	186
SRR23971514	NC_001943.1	Human_astrovirus,_complete_genome	6813	1	93
SRR23971514	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	2	279
SRR23971514	NC_038305.1	Boone_cardiovirus_1_isolate_BCV-1_polyprotein_gene,_complete_cds	8530	2	279
SRR23971514	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	6319	6121
SRR23971514	NC_032129.1	Beihai_mollusks_virus_1_strain_WZSLuoI86140_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	8805	12	695
SRR23971514	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	3	465
SRR23971514	NC_014793.1	Mud_crab_dicistrovirus,_complete_genome	10436	10	928
SRR23971514	NC_003605.1	Lettuce_mosaic_virus,_complete_genome	10080	9	726
SRR23971514	NC_032811.1	Hubei_unio_douglasiae_virus_2_strain_WHBL72658_hypothetical_protein_1,_hypothetical_protein_2,_and_hypothetical_protein_3_genes,_complete_cds	4431	2	259
SRR23971514	NC_032523.1	Beihai_mantis_shrimp_virus_6_strain_BHXG24422_RNA-dependent_RNA_polymerase,_hypothetical_protein,_and_B2-like_protein_genes,_complete_cds	3209	1	93
SRR23971557	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	484	2394
SRR23971557	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	66	931
SRR23971491	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	17	718
SRR23971491	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	24	1167
SRR23971491	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	19	1089
SRR23971539	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	16	477
SRR23971539	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	5	172
SRR23971539	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	3	86
SRR23971539	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	151	2339
SRR23971539	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	33	875
SRR23971539	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	17	552
SRR23971539	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	15	362
SRR23971539	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	4	129
SRR23971539	OM451183.1	MAG:_Civet_kobuvirus_isolate_SC-F3_polyprotein_gene,_complete_cds	8146	3	92
SRR23971539	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	1	43
SRR23971539	NC_001539.1	Canine_parvovirus,_complete_genome	5323	11412	4432
SRR23971539	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	120	744
SRR23971539	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	2	86
SRR23971539	NC_001806.2	Human_herpesvirus_1_strain_17,_complete_genome	152222	4	86
SRR23971539	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	3	86
SRR23971539	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	1	43
SRR23971539	NC_004442.1	Canine_minute_virus,_complete_genome	5097	3	129
SRR23971539	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	5	172
SRR23971539	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	1	43
SRR23971539	NC_040604.1	Rodent_papillomavirus_isolate_RtRn-PV/GD2014,_complete_genome	7373	3	43
SRR23971539	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	1	43
SRR23971450	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	7	218
SRR23971450	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	8	339
SRR23971450	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	11	362
SRR23971450	NC_040594.1	Picalivirus_A_isolate_PicaV-A,_complete_genome	8966	2	86
SRR23971450	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	4	129
SRR23971450	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971450	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	4	172
SRR23971450	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	16	474
SRR23971450	NC_026011.1	Betacoronavirus_HKU24_strain_HKU24-R05005I,_complete_genome	31249	1	43
SRR23971450	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	190	3683
SRR23971450	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	8	311
SRR23971450	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	2	86
SRR23971450	NC_030133.1	Duck_faeces_associated_circular_DNA_virus_2_isolate_4_Fec60467_duck,_complete_sequence	1845	161	709
SRR23971450	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	7	220
SRR23971450	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	4	169
SRR23971450	OM451183.1	MAG:_Civet_kobuvirus_isolate_SC-F3_polyprotein_gene,_complete_cds	8146	1	43
SRR23971450	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	484	5639
SRR23971450	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1603	4379
SRR23971450	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	18	552
SRR23971450	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	52	1599
SRR23971450	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	35	1161
SRR23971450	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	31	1201
SRR23971450	NC_001806.2	Human_herpesvirus_1_strain_17,_complete_genome	152222	1	43
SRR23971450	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	3	129
SRR23971450	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	3	129
SRR23971450	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	1	43
SRR23971450	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	1	43
SRR23971450	OM451122.1	MAG:_Canine_coronavirus_isolate_SD-F3,_complete_genome	29309	9	344
SRR23971450	NC_018401.1	Gyrovirus_4,_complete_genome	2034	2	52
SRR23971450	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	3	94
SRR23971450	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	18	638
SRR23971450	NC_004442.1	Canine_minute_virus,_complete_genome	5097	7	258
SRR23971450	NC_002306.3	Feline_infectious_peritonitis_virus,_complete_genome	29355	2	86
SRR23971450	OM451208.1	MAG:_Murine_orthopneumovirus_isolate_ZJ-MO3_non-structural_protein_1,_non-structural_protein_2,_nucleocapsid_protein,_phosphoprotein,_matrix_protein,_attachment_glycoprotein,_fusion_protein,_M2-1,_M2-2,_and_polymerase_subunit_genes,_complete_cds	14948	6	172
SRR23971450	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	3	86
SRR23971450	NC_038861.1	Transmissible_gastroenteritis_virus_complete_genome,_genomic_RNA	28586	2	86
SRR23971569	NC_006383.2	Peste_des_petits_ruminants_virus_complete_genome	15948	1	93
SRR23971569	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	8	1127
SRR23971569	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1	110
SRR23971569	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	240	5860
SRR23971569	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	1	186
SRR23971569	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	7	556
SRR23971569	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	6	623
SRR23971501	NC_026011.1	Betacoronavirus_HKU24_strain_HKU24-R05005I,_complete_genome	31249	13	851
SRR23971501	NC_038305.1	Boone_cardiovirus_1_isolate_BCV-1_polyprotein_gene,_complete_cds	8530	2	186
SRR23971501	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	329	5178
SRR23971501	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	1	141
SRR23971501	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	1	186
SRR23971501	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	2	186
SRR23971501	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	2	186
SRR23971501	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	2	372
SRR23971536	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	24	764
SRR23971536	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	23	769
SRR23971536	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	57	1598
SRR23971536	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	24	873
SRR23971536	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	1	43
SRR23971536	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	3	129
SRR23971536	NC_001539.1	Canine_parvovirus,_complete_genome	5323	30805	4460
SRR23971536	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	24	294
SRR23971536	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	3	129
SRR23971536	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	23	802
SRR23971536	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	2	86
SRR23971536	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	399	14827
SRR23971536	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	1	43
SRR23971536	NC_002188.1	Fowlpox_virus,_complete_genome	288539	25	989
SRR23971536	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	12	360
SRR23971565	NC_040594.1	Picalivirus_A_isolate_PicaV-A,_complete_genome	8966	1	93
SRR23971565	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1488	5979
SRR23971565	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	1	93
SRR23971565	NC_032965.1	Hubei_tombus-like_virus_2_strain_WHSFII19265_hypothetical_protein_1,_hypothetical_protein_2,_hypothetical_protein_3,_and_hypothetical_protein_4_genes,_complete_cds	5510	1	93
SRR23971534	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	3	129
SRR23971534	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	5	129
SRR23971534	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	1	43
SRR23971534	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971534	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	79	1912
SRR23971534	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	3	86
SRR23971534	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971534	NC_040562.1	Porcine_parvovirus_7_isolate_GX49,_complete_genome	3999	48	1246
SRR23971534	NC_055121.1	Bamboo_rat_circovirus_isolate_FJ01,_complete_genome	2112	1	43
SRR23971534	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	213	2233
SRR23971534	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	4	129
SRR23971534	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	8	320
SRR23971534	AC_000013.1	Fowl_adenovirus_D,_complete_genome	45063	1	43
SRR23971534	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	2	86
SRR23971534	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1789	4306
SRR23971534	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	278	689
SRR23971534	NC_034266.1	Columbid_alphaherpesvirus_1_strain_HLJ,_complete_genome	204237	3	86
SRR23971534	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	2	83
SRR23971534	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	2	86
SRR23971534	NC_018401.1	Gyrovirus_4,_complete_genome	2034	1	43
SRR23971534	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	4	129
SRR23971534	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	292	3530
SRR23971534	OM451208.1	MAG:_Murine_orthopneumovirus_isolate_ZJ-MO3_non-structural_protein_1,_non-structural_protein_2,_nucleocapsid_protein,_phosphoprotein,_matrix_protein,_attachment_glycoprotein,_fusion_protein,_M2-1,_M2-2,_and_polymerase_subunit_genes,_complete_cds	14948	32	1036
SRR23971534	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	459	12480
SRR23971534	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	1	43
SRR23971593	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	7	258
SRR23971593	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	14	311
SRR23971593	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	3	129
SRR23971581	NC_006383.2	Peste_des_petits_ruminants_virus_complete_genome	15948	1	93
SRR23971581	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	87	6107
SRR23971581	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	111
SRR23971581	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	5	814
SRR23971581	NC_003494.1	Infectious_spleen_and_kidney_necrosis_virus,_complete_genome	111362	1	93
SRR23971581	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1	184
SRR23971581	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	22	1561
SRR23971581	NC_032890.1	Wenzhou_channeled_applesnail_virus_3_strain_BHBei77067_hypothetical_protein_gene,_complete_cds	8377	8	1053
SRR23971581	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	9	722
SRR23971581	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	33	1669
SRR23971581	NC_004442.1	Canine_minute_virus,_complete_genome	5097	1	93
SRR23971589	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	3	94
SRR23971589	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	6	129
SRR23971589	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	16	561
SRR23971589	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	40	999
SRR23971589	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	1	43
SRR23971589	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	121	1842
SRR23971589	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	5	172
SRR23971589	OM451183.1	MAG:_Civet_kobuvirus_isolate_SC-F3_polyprotein_gene,_complete_cds	8146	2	86
SRR23971589	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	4	96
SRR23971589	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	5	172
SRR23971589	NC_001539.1	Canine_parvovirus,_complete_genome	5323	2747	4319
SRR23971589	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	29	307
SRR23971589	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	3	86
SRR23971589	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	1	43
SRR23971589	NC_039194.1	Avian_paramyxovirus_6_strain_APMV-6/Goose/FarEast/4440/2003,_complete_genome	16236	10	301
SRR23971589	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	2	86
SRR23971589	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	3	104
SRR23971589	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	8	258
SRR23971589	NC_004442.1	Canine_minute_virus,_complete_genome	5097	4	168
SRR23971589	OM451208.1	MAG:_Murine_orthopneumovirus_isolate_ZJ-MO3_non-structural_protein_1,_non-structural_protein_2,_nucleocapsid_protein,_phosphoprotein,_matrix_protein,_attachment_glycoprotein,_fusion_protein,_M2-1,_M2-2,_and_polymerase_subunit_genes,_complete_cds	14948	12	410
SRR23971589	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	263	6692
SRR23971589	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	4	172
SRR23971498	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	1	186
SRR23971498	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	30	1801
SRR23971498	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	1	174
SRR23971498	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	1	90
SRR23971475	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	3	48
SRR23971475	NC_001539.1	Canine_parvovirus,_complete_genome	5323	2	86
SRR23971475	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	43
SRR23971475	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	2	86
SRR23971475	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	22	181
SRR23971478	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	10	344
SRR23971478	NC_009334.1	Human_herpesvirus_4,_complete_genome	172764	2	43
SRR23971478	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1	43
SRR23971478	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	43
SRR23971478	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971478	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	9	358
SRR23971478	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	1	43
SRR23971478	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	2	86
SRR23971478	NC_001539.1	Canine_parvovirus,_complete_genome	5323	74	2005
SRR23971478	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	43
SRR23971478	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	1	43
SRR23971478	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	1	43
SRR23971478	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	2	86
SRR23971478	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	9	196
SRR23971478	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	1	43
SRR23971478	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	16	602
SRR23971478	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	3	97
SRR23971439	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	1	93
SRR23971486	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	2	86
SRR23971486	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	173	3784
SRR23971486	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	2	86
SRR23971486	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	2	86
SRR23971486	NC_001539.1	Canine_parvovirus,_complete_genome	5323	144	3075
